text,text_modified,label,group_label,group_label_id,original_text
These findings suggest that the mechanism of antiproliferative toxicity of capecitabine is at least partly due to << TS >> inhibitory activity of its active metabolite 5-fluoro-2'-deoxyuridine monophosphate ([[ FdUMP ]]).,These findings suggest that the mechanism of antiproliferative toxicity of capecitabine is at least partly due to [ENTITY_A] inhibitory activity of its active metabolite 5-fluoro-2'-deoxyuridine monophosphate ([ENTITY_B]).,INHIBITOR,CPR:4,1,These findings suggest that the mechanism of antiproliferative toxicity of capecitabine is at least partly due to TS inhibitory activity of its active metabolite 5-fluoro-2'-deoxyuridine monophosphate (FdUMP).
Induction of heparin-binding EGF-like growth factor and activation of << EGF receptor >> in [[ imatinib mesylate ]]-treated squamous carcinoma cells.,Induction of heparin-binding EGF-like growth factor and activation of [ENTITY_A] in [ENTITY_B]-treated squamous carcinoma cells.,ACTIVATOR,CPR:3,0,Induction of heparin-binding EGF-like growth factor and activation of EGF receptor in imatinib mesylate-treated squamous carcinoma cells.
"<< Imatinib mesylate >> is a tyrosine kinase inhibitor of the ABL, platelet-derived growth factor receptor ([[ PDGFR ]]), and c-kit kinases.","[ENTITY_A] is a tyrosine kinase inhibitor of the ABL, platelet-derived growth factor receptor ([ENTITY_B]), and c-kit kinases.",INHIBITOR,CPR:4,1,"Imatinib mesylate is a tyrosine kinase inhibitor of the ABL, platelet-derived growth factor receptor (PDGFR), and c-kit kinases."
Treatment of head and neck squamous carcinoma cells with clinically relevant concentrations of << imatinib >>-induced changes in cell morphology and growth similar to changes associated with [[ epidermal growth factor receptor ]] (EGFR) activation.,Treatment of head and neck squamous carcinoma cells with clinically relevant concentrations of [ENTITY_A]-induced changes in cell morphology and growth similar to changes associated with [ENTITY_B] (EGFR) activation.,ACTIVATOR,CPR:3,0,Treatment of head and neck squamous carcinoma cells with clinically relevant concentrations of imatinib-induced changes in cell morphology and growth similar to changes associated with epidermal growth factor receptor (EGFR) activation.
"<< Imatinib >>-induced changes were blocked with the EGFR antagonist cetuximab, which suggested direct involvement of [[ EGFR ]] in this process.","[ENTITY_A]-induced changes were blocked with the EGFR antagonist cetuximab, which suggested direct involvement of [ENTITY_B] in this process.",ACTIVATOR,CPR:3,0,"Imatinib-induced changes were blocked with the EGFR antagonist cetuximab, which suggested direct involvement of EGFR in this process."
"Western blot analysis of cells incubated with << imatinib >> demonstrated activation of [[ EGFR ]] and downstream signaling that was reduced by inhibition of mitogen-activated protein/extracellular signal-regulated kinase kinase 1 (MEK1) and EGFR, but not Her2/ErbB2.","Western blot analysis of cells incubated with [ENTITY_A] demonstrated activation of [ENTITY_B] and downstream signaling that was reduced by inhibition of mitogen-activated protein/extracellular signal-regulated kinase kinase 1 (MEK1) and EGFR, but not Her2/ErbB2.",ACTIVATOR,CPR:3,0,"Western blot analysis of cells incubated with imatinib demonstrated activation of EGFR and downstream signaling that was reduced by inhibition of mitogen-activated protein/extracellular signal-regulated kinase kinase 1 (MEK1) and EGFR, but not Her2/ErbB2."
"Inhibitors and neutralizing antibodies against heparin-binding epidermal growth factor-like growth factor (HB-EGF), and to a lesser extent transforming growth factor-alpha, reduced << imatinib >>-mediated [[ mitogen activated protein kinase ]] (MAPK) activation.","Inhibitors and neutralizing antibodies against heparin-binding epidermal growth factor-like growth factor (HB-EGF), and to a lesser extent transforming growth factor-alpha, reduced [ENTITY_A]-mediated [ENTITY_B] (MAPK) activation.",ACTIVATOR,CPR:3,0,"Inhibitors and neutralizing antibodies against heparin-binding epidermal growth factor-like growth factor (HB-EGF), and to a lesser extent transforming growth factor-alpha, reduced imatinib-mediated mitogen activated protein kinase (MAPK) activation."
"<< Imatinib >> stimulated the rapid release of soluble HB-EGF and the subsequent induction of membrane-bound HB-EGF, which correlated with biphasic [[ MAPK ]] activation.","[ENTITY_A] stimulated the rapid release of soluble HB-EGF and the subsequent induction of membrane-bound HB-EGF, which correlated with biphasic [ENTITY_B] activation.",ACTIVATOR,CPR:3,0,"Imatinib stimulated the rapid release of soluble HB-EGF and the subsequent induction of membrane-bound HB-EGF, which correlated with biphasic MAPK activation."
"Together, these results suggested that << imatinib >> affects EGFR activation and signaling pathways through rapid release and increased expression of endogenous [[ EGFR ]]-activating ligands.","Together, these results suggested that [ENTITY_A] affects EGFR activation and signaling pathways through rapid release and increased expression of endogenous [ENTITY_B]-activating ligands.",INDIRECT-UPREGULATOR,CPR:3,0,"Together, these results suggested that imatinib affects EGFR activation and signaling pathways through rapid release and increased expression of endogenous EGFR-activating ligands."
"Although, << imatinib >> primarily inhibits tyrosine kinases, it also stimulates the activity of [[ EGFR ]] tyrosine kinase in head and neck squamous tumors.","Although, [ENTITY_A] primarily inhibits tyrosine kinases, it also stimulates the activity of [ENTITY_B] tyrosine kinase in head and neck squamous tumors.",ACTIVATOR,CPR:3,0,"Although, imatinib primarily inhibits tyrosine kinases, it also stimulates the activity of EGFR tyrosine kinase in head and neck squamous tumors."
"Although, << imatinib >> primarily inhibits [[ tyrosine kinases ]], it also stimulates the activity of EGFR tyrosine kinase in head and neck squamous tumors.","Although, [ENTITY_A] primarily inhibits [ENTITY_B], it also stimulates the activity of EGFR tyrosine kinase in head and neck squamous tumors.",INHIBITOR,CPR:4,1,"Although, imatinib primarily inhibits tyrosine kinases, it also stimulates the activity of EGFR tyrosine kinase in head and neck squamous tumors."
"The identity of the lung << beta-ADHs >> was further demonstrated by their characteristic pH-activity profiles for ethanol oxidation, Km values for NAD and ethanol, and inhibition by [[ 4-methylpyrazole ]] or 1,10-phenanthroline.","The identity of the lung [ENTITY_A] was further demonstrated by their characteristic pH-activity profiles for ethanol oxidation, Km values for NAD and ethanol, and inhibition by [ENTITY_B] or 1,10-phenanthroline.",INHIBITOR,CPR:4,1,"The identity of the lung beta-ADHs was further demonstrated by their characteristic pH-activity profiles for ethanol oxidation, Km values for NAD and ethanol, and inhibition by 4-methylpyrazole or 1,10-phenanthroline."
"The identity of the lung << beta-ADHs >> was further demonstrated by their characteristic pH-activity profiles for [[ ethanol ]] oxidation, Km values for NAD and ethanol, and inhibition by 4-methylpyrazole or 1,10-phenanthroline.","The identity of the lung [ENTITY_A] was further demonstrated by their characteristic pH-activity profiles for [ENTITY_B] oxidation, Km values for NAD and ethanol, and inhibition by 4-methylpyrazole or 1,10-phenanthroline.",SUBSTRATE,CPR:9,4,"The identity of the lung beta-ADHs was further demonstrated by their characteristic pH-activity profiles for ethanol oxidation, Km values for NAD and ethanol, and inhibition by 4-methylpyrazole or 1,10-phenanthroline."
These findings indicate that human pulmonary << ethanol >>-metabolizing activities differ significantly with respect to genetic polymorphism at both the [[ ADH2 ]] and the ALDH2 loci.,These findings indicate that human pulmonary [ENTITY_A]-metabolizing activities differ significantly with respect to genetic polymorphism at both the [ENTITY_B] and the ALDH2 loci.,SUBSTRATE,CPR:9,4,These findings indicate that human pulmonary ethanol-metabolizing activities differ significantly with respect to genetic polymorphism at both the ADH2 and the ALDH2 loci.
"The results suggest that individuals with high Vmax << beta 2-ADH >> and deficient in low-Km mitochondrial ALDH2, accounting for approximately 45% of the Chinese population, may end up with [[ acetaldehyde ]] accumulation during alcohol consumption, rendering them vulnerable to tissue injury caused by this highly reactive and toxic metabolite.","The results suggest that individuals with high Vmax [ENTITY_A] and deficient in low-Km mitochondrial ALDH2, accounting for approximately 45% of the Chinese population, may end up with [ENTITY_B] accumulation during alcohol consumption, rendering them vulnerable to tissue injury caused by this highly reactive and toxic metabolite.",PRODUCT-OF,CPR:9,4,"The results suggest that individuals with high Vmax beta 2-ADH and deficient in low-Km mitochondrial ALDH2, accounting for approximately 45% of the Chinese population, may end up with acetaldehyde accumulation during alcohol consumption, rendering them vulnerable to tissue injury caused by this highly reactive and toxic metabolite."
<< Simvastatin >> induces [[ interleukin-18 ]] production in human peripheral blood mononuclear cells.,[ENTITY_A] induces [ENTITY_B] production in human peripheral blood mononuclear cells.,INDIRECT-UPREGULATOR,CPR:3,0,Simvastatin induces interleukin-18 production in human peripheral blood mononuclear cells.
"<< Simvastatin >>, an HMG-CoA reductase inhibitor with mild inhibition of LFA-1, induced the production of [[ interleukin (IL)-18 ]], tumor necrosis factor (TNF)-alpha and interferon (IFN)-gamma in human peripheral blood mononuclear cells (PBMC).","[ENTITY_A], an HMG-CoA reductase inhibitor with mild inhibition of LFA-1, induced the production of [ENTITY_B], tumor necrosis factor (TNF)-alpha and interferon (IFN)-gamma in human peripheral blood mononuclear cells (PBMC).",INDIRECT-UPREGULATOR,CPR:3,0,"Simvastatin, an HMG-CoA reductase inhibitor with mild inhibition of LFA-1, induced the production of interleukin (IL)-18, tumor necrosis factor (TNF)-alpha and interferon (IFN)-gamma in human peripheral blood mononuclear cells (PBMC)."
"<< Simvastatin >>, an [[ HMG-CoA reductase ]] inhibitor with mild inhibition of LFA-1, induced the production of interleukin (IL)-18, tumor necrosis factor (TNF)-alpha and interferon (IFN)-gamma in human peripheral blood mononuclear cells (PBMC).","[ENTITY_A], an [ENTITY_B] inhibitor with mild inhibition of LFA-1, induced the production of interleukin (IL)-18, tumor necrosis factor (TNF)-alpha and interferon (IFN)-gamma in human peripheral blood mononuclear cells (PBMC).",INHIBITOR,CPR:4,1,"Simvastatin, an HMG-CoA reductase inhibitor with mild inhibition of LFA-1, induced the production of interleukin (IL)-18, tumor necrosis factor (TNF)-alpha and interferon (IFN)-gamma in human peripheral blood mononuclear cells (PBMC)."
The IL-18 production is located upstream of the << cytokine >> cascade activated by [[ simvastatin ]].,The IL-18 production is located upstream of the [ENTITY_A] cascade activated by [ENTITY_B].,ACTIVATOR,CPR:3,0,The IL-18 production is located upstream of the cytokine cascade activated by simvastatin.
"Moreover, << simvastatin >> concentration-dependently inhibited the expression of ICAM-1 and induced the expression of [[ CD40 ]] on monocytes.","Moreover, [ENTITY_A] concentration-dependently inhibited the expression of ICAM-1 and induced the expression of [ENTITY_B] on monocytes.",INDIRECT-UPREGULATOR,CPR:3,0,"Moreover, simvastatin concentration-dependently inhibited the expression of ICAM-1 and induced the expression of CD40 on monocytes."
"Moreover, << simvastatin >> concentration-dependently inhibited the expression of [[ ICAM-1 ]] and induced the expression of CD40 on monocytes.","Moreover, [ENTITY_A] concentration-dependently inhibited the expression of [ENTITY_B] and induced the expression of CD40 on monocytes.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Moreover, simvastatin concentration-dependently inhibited the expression of ICAM-1 and induced the expression of CD40 on monocytes."
"In the presence of IL-18, << simvastatin >> suppressed the expression of ICAM-1 and CD40 as well as the production of [[ IL-12 ]], TNF-alpha and IFN-gamma in PBMC, contributing to the anti-inflammatory effect of simvastatin.","In the presence of IL-18, [ENTITY_A] suppressed the expression of ICAM-1 and CD40 as well as the production of [ENTITY_B], TNF-alpha and IFN-gamma in PBMC, contributing to the anti-inflammatory effect of simvastatin.",INDIRECT-UPREGULATOR,CPR:3,0,"In the presence of IL-18, simvastatin suppressed the expression of ICAM-1 and CD40 as well as the production of IL-12, TNF-alpha and IFN-gamma in PBMC, contributing to the anti-inflammatory effect of simvastatin."
"In the presence of IL-18, << simvastatin >> suppressed the expression of [[ ICAM-1 ]] and CD40 as well as the production of IL-12, TNF-alpha and IFN-gamma in PBMC, contributing to the anti-inflammatory effect of simvastatin.","In the presence of IL-18, [ENTITY_A] suppressed the expression of [ENTITY_B] and CD40 as well as the production of IL-12, TNF-alpha and IFN-gamma in PBMC, contributing to the anti-inflammatory effect of simvastatin.",INDIRECT-DOWNREGULATOR,CPR:4,1,"In the presence of IL-18, simvastatin suppressed the expression of ICAM-1 and CD40 as well as the production of IL-12, TNF-alpha and IFN-gamma in PBMC, contributing to the anti-inflammatory effect of simvastatin."
"The effects of simvastatin were abolished by the addition of the product of the << HMG-CoA reductase >>, [[ mevalonate ]], indicating the involvement of HMG-CoA reductase in the action of simvastatin.","The effects of simvastatin were abolished by the addition of the product of the [ENTITY_A], [ENTITY_B], indicating the involvement of HMG-CoA reductase in the action of simvastatin.",PRODUCT-OF,CPR:9,4,"The effects of simvastatin were abolished by the addition of the product of the HMG-CoA reductase, mevalonate, indicating the involvement of HMG-CoA reductase in the action of simvastatin."
"<< COX-1 >> and COX-2 inhibition in horse blood by [[ phenylbutazone ]], flunixin, carprofen and meloxicam: an in vitro analysis.","[ENTITY_A] and COX-2 inhibition in horse blood by [ENTITY_B], flunixin, carprofen and meloxicam: an in vitro analysis.",INHIBITOR,CPR:4,1,"COX-1 and COX-2 inhibition in horse blood by phenylbutazone, flunixin, carprofen and meloxicam: an in vitro analysis."
"We report on the inhibitory activity of the NSAIDs meloxicam, << carprofen >>, phenylbutazone and flunixin, on blood [[ cyclooxygenases ]] in the horse using in vitro enzyme-linked assays.","We report on the inhibitory activity of the NSAIDs meloxicam, [ENTITY_A], phenylbutazone and flunixin, on blood [ENTITY_B] in the horse using in vitro enzyme-linked assays.",INHIBITOR,CPR:4,1,"We report on the inhibitory activity of the NSAIDs meloxicam, carprofen, phenylbutazone and flunixin, on blood cyclooxygenases in the horse using in vitro enzyme-linked assays."
"As expected, comparison of IC50 indicated that << meloxicam >> and carprofen are more selective inhibitors of [[ COX-2 ]] than phenylbutazone and flunixin; meloxicam was the most advantageous for horses of four NSAIDs examined.","As expected, comparison of IC50 indicated that [ENTITY_A] and carprofen are more selective inhibitors of [ENTITY_B] than phenylbutazone and flunixin; meloxicam was the most advantageous for horses of four NSAIDs examined.",INHIBITOR,CPR:4,1,"As expected, comparison of IC50 indicated that meloxicam and carprofen are more selective inhibitors of COX-2 than phenylbutazone and flunixin; meloxicam was the most advantageous for horses of four NSAIDs examined."
"However at IC80, phenylbutazone (+134.4%) and flunixin (+29.7%) had greater COX-2 selectivity than at IC50, and meloxicam (-41.2%) and << carprofen >> (-12.9%) had lower [[ COX-2 ]] selectivity than at IC50.","However at IC80, phenylbutazone (+134.4%) and flunixin (+29.7%) had greater COX-2 selectivity than at IC50, and meloxicam (-41.2%) and [ENTITY_A] (-12.9%) had lower [ENTITY_B] selectivity than at IC50.",INHIBITOR,CPR:4,1,"However at IC80, phenylbutazone (+134.4%) and flunixin (+29.7%) had greater COX-2 selectivity than at IC50, and meloxicam (-41.2%) and carprofen (-12.9%) had lower COX-2 selectivity than at IC50."
<< Carvedilol >> prevents cardiac hypertrophy and overexpression of [[ hypoxia-inducible factor-1alpha ]] and vascular endothelial growth factor in pressure-overloaded rat heart.,[ENTITY_A] prevents cardiac hypertrophy and overexpression of [ENTITY_B] and vascular endothelial growth factor in pressure-overloaded rat heart.,INDIRECT-DOWNREGULATOR,CPR:4,1,Carvedilol prevents cardiac hypertrophy and overexpression of hypoxia-inducible factor-1alpha and vascular endothelial growth factor in pressure-overloaded rat heart.
"Treatment with << carvedilol >> reversed both protein and mRNA of HIF-1alpha, VEGF, BNP, and [[ NGF-beta ]] to the baseline values.","Treatment with [ENTITY_A] reversed both protein and mRNA of HIF-1alpha, VEGF, BNP, and [ENTITY_B] to the baseline values.",INDIRECT-UPREGULATOR,CPR:3,0,"Treatment with carvedilol reversed both protein and mRNA of HIF-1alpha, VEGF, BNP, and NGF-beta to the baseline values."
"Treatment with << carvedilol >> reversed both protein and mRNA of [[ HIF-1alpha ]], VEGF, BNP, and NGF-beta to the baseline values.","Treatment with [ENTITY_A] reversed both protein and mRNA of [ENTITY_B], VEGF, BNP, and NGF-beta to the baseline values.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Treatment with carvedilol reversed both protein and mRNA of HIF-1alpha, VEGF, BNP, and NGF-beta to the baseline values."
"Increased immunohistochemical labeling of << HIF-1alpha >>, VEGF, and BNP in the ventricular myocardium was observed in the banding group and [[ carvedilol ]] again normalized the labeling.","Increased immunohistochemical labeling of [ENTITY_A], VEGF, and BNP in the ventricular myocardium was observed in the banding group and [ENTITY_B] again normalized the labeling.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Increased immunohistochemical labeling of HIF-1alpha, VEGF, and BNP in the ventricular myocardium was observed in the banding group and carvedilol again normalized the labeling."
"Treatment with << carvedilol >> is associated with a reversal of abnormal regulation of [[ HIF-1alpha ]], VEGF, BNP, and NGF-beta in the hypertrophic myocardium.","Treatment with [ENTITY_A] is associated with a reversal of abnormal regulation of [ENTITY_B], VEGF, BNP, and NGF-beta in the hypertrophic myocardium.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Treatment with carvedilol is associated with a reversal of abnormal regulation of HIF-1alpha, VEGF, BNP, and NGF-beta in the hypertrophic myocardium."
"<< Imatinib >> (STI571, Gleevec, Glivec; Novartis Pharmaceuticals, East Hanover, NJ), a selective inhibitor of [[ KIT ]], ABL, BCR-ABL, PDGFRA, and PDGFRB, represents a new paradigm of targeted cancer therapy and has revolutionized the treatment of patients with chronic myelogenous leukemia and GISTs.","[ENTITY_A] (STI571, Gleevec, Glivec; Novartis Pharmaceuticals, East Hanover, NJ), a selective inhibitor of [ENTITY_B], ABL, BCR-ABL, PDGFRA, and PDGFRB, represents a new paradigm of targeted cancer therapy and has revolutionized the treatment of patients with chronic myelogenous leukemia and GISTs.",INHIBITOR,CPR:4,1,"Imatinib (STI571, Gleevec, Glivec; Novartis Pharmaceuticals, East Hanover, NJ), a selective inhibitor of KIT, ABL, BCR-ABL, PDGFRA, and PDGFRB, represents a new paradigm of targeted cancer therapy and has revolutionized the treatment of patients with chronic myelogenous leukemia and GISTs."
"Evaluation of histamine H1-, H2-, and H3-receptor ligands at the human histamine H4 receptor: identification of << 4-methylhistamine >> as the first potent and selective [[ H4 receptor ]] agonist.","Evaluation of histamine H1-, H2-, and H3-receptor ligands at the human histamine H4 receptor: identification of [ENTITY_A] as the first potent and selective [ENTITY_B] agonist.",AGONIST,CPR:5,2,"Evaluation of histamine H1-, H2-, and H3-receptor ligands at the human histamine H4 receptor: identification of 4-methylhistamine as the first potent and selective H4 receptor agonist."
"Most of the tested H(2)R agonists and << imidazole >>-based H(3)R ligands show micromolar-to-nanomolar range hH(4)R affinity, and these ligands exert different intrinsic [[ hH(4)R ]] activities, ranging from full agonists to inverse agonists.","Most of the tested H(2)R agonists and [ENTITY_A]-based H(3)R ligands show micromolar-to-nanomolar range hH(4)R affinity, and these ligands exert different intrinsic [ENTITY_B] activities, ranging from full agonists to inverse agonists.",AGONIST-ACTIVATOR,CPR:5,2,"Most of the tested H(2)R agonists and imidazole-based H(3)R ligands show micromolar-to-nanomolar range hH(4)R affinity, and these ligands exert different intrinsic hH(4)R activities, ranging from full agonists to inverse agonists."
"Moreover, << 4-methylhistamine >> potently activated the [[ hH(4)R ]] (pEC(50) = 7.4 +/- 0.1; alpha = 1), and this response was competitively antagonized by the selective H(4)R antagonist JNJ 7777120 [1-[(5-chloro-1H-indol-2-yl)-carbonyl]-4-methylpiperazine] (pA(2) = 7.8).","Moreover, [ENTITY_A] potently activated the [ENTITY_B] (pEC(50) = 7.4 +/- 0.1; alpha = 1), and this response was competitively antagonized by the selective H(4)R antagonist JNJ 7777120 [1-[(5-chloro-1H-indol-2-yl)-carbonyl]-4-methylpiperazine] (pA(2) = 7.8).",ACTIVATOR,CPR:3,0,"Moreover, 4-methylhistamine potently activated the hH(4)R (pEC(50) = 7.4 +/- 0.1; alpha = 1), and this response was competitively antagonized by the selective H(4)R antagonist JNJ 7777120 [1-[(5-chloro-1H-indol-2-yl)-carbonyl]-4-methylpiperazine] (pA(2) = 7.8)."
"Moreover, 4-methylhistamine potently activated the hH(4)R (pEC(50) = 7.4 +/- 0.1; alpha = 1), and this response was competitively antagonized by the selective << H(4)R >> antagonist [[ JNJ 7777120 ]] [1-[(5-chloro-1H-indol-2-yl)-carbonyl]-4-methylpiperazine] (pA(2) = 7.8).","Moreover, 4-methylhistamine potently activated the hH(4)R (pEC(50) = 7.4 +/- 0.1; alpha = 1), and this response was competitively antagonized by the selective [ENTITY_A] antagonist [ENTITY_B] [1-[(5-chloro-1H-indol-2-yl)-carbonyl]-4-methylpiperazine] (pA(2) = 7.8).",ANTAGONIST,CPR:6,3,"Moreover, 4-methylhistamine potently activated the hH(4)R (pEC(50) = 7.4 +/- 0.1; alpha = 1), and this response was competitively antagonized by the selective H(4)R antagonist JNJ 7777120 [1-[(5-chloro-1H-indol-2-yl)-carbonyl]-4-methylpiperazine] (pA(2) = 7.8)."
The identification of << 4-methylhistamine >> as a potent [[ H(4)R ]] agonist is of major importance for future studies to unravel the physiological roles of the H(4)R.,The identification of [ENTITY_A] as a potent [ENTITY_B] agonist is of major importance for future studies to unravel the physiological roles of the H(4)R.,AGONIST,CPR:5,2,The identification of 4-methylhistamine as a potent H(4)R agonist is of major importance for future studies to unravel the physiological roles of the H(4)R.
"Irinotecan (CPT-11, << 7-ethyl-10-[4-(1-piperidino)-1-piperidino] carbonyloxycamptothecin >>) has exhibited clinical activities against a broad spectrum of carcinomas by inhibiting [[ DNA topoisomerase I ]] (Topo I).","Irinotecan (CPT-11, [ENTITY_A]) has exhibited clinical activities against a broad spectrum of carcinomas by inhibiting [ENTITY_B] (Topo I).",INHIBITOR,CPR:4,1,"Irinotecan (CPT-11, 7-ethyl-10-[4-(1-piperidino)-1-piperidino] carbonyloxycamptothecin) has exhibited clinical activities against a broad spectrum of carcinomas by inhibiting DNA topoisomerase I (Topo I)."
"Early-onset diarrhea is observed immediately after CPT-11 infusion and probably due to the inhibition of << acetylcholinesterase >> activity, which can be eliminated by administration of [[ atropine ]].","Early-onset diarrhea is observed immediately after CPT-11 infusion and probably due to the inhibition of [ENTITY_A] activity, which can be eliminated by administration of [ENTITY_B].",ACTIVATOR,CPR:3,0,"Early-onset diarrhea is observed immediately after CPT-11 infusion and probably due to the inhibition of acetylcholinesterase activity, which can be eliminated by administration of atropine."
"Early-onset diarrhea is observed immediately after << CPT-11 >> infusion and probably due to the inhibition of [[ acetylcholinesterase ]] activity, which can be eliminated by administration of atropine.","Early-onset diarrhea is observed immediately after [ENTITY_A] infusion and probably due to the inhibition of [ENTITY_B] activity, which can be eliminated by administration of atropine.",INHIBITOR,CPR:4,1,"Early-onset diarrhea is observed immediately after CPT-11 infusion and probably due to the inhibition of acetylcholinesterase activity, which can be eliminated by administration of atropine."
"<< CPT-11 >> and SN-38 may also stimulate the production of pro-inflammatory [[ cytokines ]] and prostaglandins (PGs), thus inducing the secretion of Na(+) and Cl(-).","[ENTITY_A] and SN-38 may also stimulate the production of pro-inflammatory [ENTITY_B] and prostaglandins (PGs), thus inducing the secretion of Na(+) and Cl(-).",INDIRECT-UPREGULATOR,CPR:3,0,"CPT-11 and SN-38 may also stimulate the production of pro-inflammatory cytokines and prostaglandins (PGs), thus inducing the secretion of Na(+) and Cl(-)."
"<< Pyridoxal kinase >> (PDXK) catalyzes the phosphorylation of [[ pyridoxal ]], pyridoxamine, and pyridoxine in the presence of ATP and Zn2+.","[ENTITY_A] (PDXK) catalyzes the phosphorylation of [ENTITY_B], pyridoxamine, and pyridoxine in the presence of ATP and Zn2+.",SUBSTRATE,CPR:9,4,"Pyridoxal kinase (PDXK) catalyzes the phosphorylation of pyridoxal, pyridoxamine, and pyridoxine in the presence of ATP and Zn2+."
"<< (R)-Roscovitine >> (CYC202, Seliciclib) is a relatively selective inhibitor of [[ cyclin-dependent kinases ]] (CDKs), currently evaluated for the treatment of cancers, neurodegenerative disorders, renal diseases, and several viral infections.","[ENTITY_A] (CYC202, Seliciclib) is a relatively selective inhibitor of [ENTITY_B] (CDKs), currently evaluated for the treatment of cancers, neurodegenerative disorders, renal diseases, and several viral infections.",INHIBITOR,CPR:4,1,"(R)-Roscovitine (CYC202, Seliciclib) is a relatively selective inhibitor of cyclin-dependent kinases (CDKs), currently evaluated for the treatment of cancers, neurodegenerative disorders, renal diseases, and several viral infections."
"Using [(3)H]glucosamine-labeled gastric mucosal cells, we show that stimulatory effect of beta-adrenergic agonist, isoproterenol, on << mucin >> secretion was inhibited by EGFR kinase inhibitor, [[ PD153035 ]], as well as wortmannin, a specific inhibitor of PI3K.","Using [(3)H]glucosamine-labeled gastric mucosal cells, we show that stimulatory effect of beta-adrenergic agonist, isoproterenol, on [ENTITY_A] secretion was inhibited by EGFR kinase inhibitor, [ENTITY_B], as well as wortmannin, a specific inhibitor of PI3K.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Using [(3)H]glucosamine-labeled gastric mucosal cells, we show that stimulatory effect of beta-adrenergic agonist, isoproterenol, on mucin secretion was inhibited by EGFR kinase inhibitor, PD153035, as well as wortmannin, a specific inhibitor of PI3K."
"Both inhibitors, moreover, blunted the mucin secretory responses to beta-adrenergic agonist-generated second messenger, cAMP as well as << adenylate cyclase >> activator, [[ forskolin ]].","Both inhibitors, moreover, blunted the mucin secretory responses to beta-adrenergic agonist-generated second messenger, cAMP as well as [ENTITY_A] activator, [ENTITY_B].",ACTIVATOR,CPR:3,0,"Both inhibitors, moreover, blunted the mucin secretory responses to beta-adrenergic agonist-generated second messenger, cAMP as well as adenylate cyclase activator, forskolin."
"Both inhibitors, moreover, blunted the << mucin >> secretory responses to beta-adrenergic agonist-generated second messenger, cAMP as well as adenylate cyclase activator, [[ forskolin ]].","Both inhibitors, moreover, blunted the [ENTITY_A] secretory responses to beta-adrenergic agonist-generated second messenger, cAMP as well as adenylate cyclase activator, [ENTITY_B].",INDIRECT-DOWNREGULATOR,CPR:4,1,"Both inhibitors, moreover, blunted the mucin secretory responses to beta-adrenergic agonist-generated second messenger, cAMP as well as adenylate cyclase activator, forskolin."
"Both inhibitors, moreover, blunted the mucin secretory responses to beta-adrenergic agonist-generated second messenger, << cAMP >> as well as [[ adenylate cyclase ]] activator, forskolin.","Both inhibitors, moreover, blunted the mucin secretory responses to beta-adrenergic agonist-generated second messenger, [ENTITY_A] as well as [ENTITY_B] activator, forskolin.",SUBSTRATE,CPR:9,4,"Both inhibitors, moreover, blunted the mucin secretory responses to beta-adrenergic agonist-generated second messenger, cAMP as well as adenylate cyclase activator, forskolin."
"The gastric mucin secretory responses to isoproterenol, furthermore, were inhibited by << PP2 >>, a selective inhibitor of tyrosine kinase Src responsible for ligand-independent [[ EGFR ]] autophosphorylation, but not by ERK inhibitor, PD98059.","The gastric mucin secretory responses to isoproterenol, furthermore, were inhibited by [ENTITY_A], a selective inhibitor of tyrosine kinase Src responsible for ligand-independent [ENTITY_B] autophosphorylation, but not by ERK inhibitor, PD98059.",ACTIVATOR,CPR:3,0,"The gastric mucin secretory responses to isoproterenol, furthermore, were inhibited by PP2, a selective inhibitor of tyrosine kinase Src responsible for ligand-independent EGFR autophosphorylation, but not by ERK inhibitor, PD98059."
"The << gastric mucin >> secretory responses to isoproterenol, furthermore, were inhibited by [[ PP2 ]], a selective inhibitor of tyrosine kinase Src responsible for ligand-independent EGFR autophosphorylation, but not by ERK inhibitor, PD98059.","The [ENTITY_A] secretory responses to isoproterenol, furthermore, were inhibited by [ENTITY_B], a selective inhibitor of tyrosine kinase Src responsible for ligand-independent EGFR autophosphorylation, but not by ERK inhibitor, PD98059.",INDIRECT-DOWNREGULATOR,CPR:4,1,"The gastric mucin secretory responses to isoproterenol, furthermore, were inhibited by PP2, a selective inhibitor of tyrosine kinase Src responsible for ligand-independent EGFR autophosphorylation, but not by ERK inhibitor, PD98059."
"The inhibition of << ERK >>, moreover, did not cause attenuation in mucin secretion in response to [[ cAMP ]] and forskolin.","The inhibition of [ENTITY_A], moreover, did not cause attenuation in mucin secretion in response to [ENTITY_B] and forskolin.",INHIBITOR,CPR:4,1,"The inhibition of ERK, moreover, did not cause attenuation in mucin secretion in response to cAMP and forskolin."
<< Losartan >>: a selective [[ angiotensin II type 1 (AT1) receptor ]] antagonist for the treatment of heart failure.,[ENTITY_A]: a selective [ENTITY_B] antagonist for the treatment of heart failure.,ANTAGONIST,CPR:6,3,Losartan: a selective angiotensin II type 1 (AT1) receptor antagonist for the treatment of heart failure.
