text_modified,group_label_id,fake_example
Sixteen of 34 [ENTITY_A] inhibited [ENTITY_B]-mediated E217βG uptake by >50% (IC50's 0.7-7.6 μM).,1,0
"The treatment also prevented the high [ENTITY_A] diet-induced increase in serum [ENTITY_B], total and isoforms, markers of neurological, cardiac and muscular damage.",0,0
The persistent membrane retention of [ENTITY_A] causes lasting inhibition of [ENTITY_B] function.,1,0
"Different substrates were used as the relative specific substrates for the determination of aminopeptidase enzymatic activity: 4-methoxy-2-naphthylamide of L-alanine for aminopeptidase N, 4-methoxy-2-naphthylamide of L-leucine for leucine aminopeptidase, 4-methoxy-2-naphthylamide of L-glutamic acid for aminopeptidase A and 4-methoxy-2-naphthylamide of [ENTITY_A] for [ENTITY_B].",4,0
"This is significant because [ENTITY_A] production underlies the role of [ENTITY_B] in p53-mediated apoptosis, implying commonalities between eukaryotic and bacterial monofunctional PRODHs.",4,0
"The inhibitory effect of [ENTITY_A] on theses pro-inflammatory [ENTITY_B] was related with c-Jun N-terminal kinases, and p38 mitogen-activated protein kinase, nuclear factor-κB, and caspase-1.",1,0
"Arsenite triggered strong induction of [ENTITY_A], which was prevented by 1 micro g/mL [ENTITY_B] (CXH).",1,0
"Methods: The stability of six [ENTITY_A] in the presence of [ENTITY_B], hCES2, and buffer alone (100 mM potassium phosphate, pH 7.4, 37°C) were investigated.",4,0
"Furthermore, because S-(+)-isomers of [ENTITY_A] and AMPH are reported to be more potent and efficacious in vivo than R-(-), we determined the enantiomeric selectivity of all three species of [ENTITY_B].",0,0
The mechanism revealed that wogonin inhibited [ENTITY_A]-induced phosphorylation of [ENTITY_B] (cav-1) associating with the suppression of stabilization of VE-cadherin and β-catenin.,0,0
[ENTITY_A]: a unique class of [ENTITY_B] inhibitors.,1,0
"The holo activity of combined peroxisomal and mitochondrial [ENTITY_A] with a low Km for [ENTITY_B] rapidly decreased after a lag time of about 2 days during feeding of the vitamin B6-deficient diet (by 50% in 5 days, by 86% in 14 days).",4,0
"The pro-hypertrophic co-activator p300 protein but not p300 mRNA was up-regulated in the mdx heart, and [ENTITY_A] administration down-regulated the [ENTITY_B] protein level.",1,0
Treatment of head and neck squamous carcinoma cells with clinically relevant concentrations of [ENTITY_A]-induced changes in cell morphology and growth similar to changes associated with [ENTITY_B] (EGFR) activation.,0,0
Using the [ENTITY_A] inhibitor [ENTITY_B] we found that TGFβ-induced both early and sustained activation of TORC1 and TORC2 was necessary for deptor suppression.,1,0
"The reversible binding of [ENTITY_A] may provide safer and more predictable anticoagulant treatment than seen with irreversible, non-covalent [ENTITY_B] inhibitors, e.g. hirudin.",1,0
"To further investigate the molecular basis of POX-induced apoptosis, we utilized the DLD-1.POX cells to show that cells overproducing [ENTITY_A] exhibit an [ENTITY_B]-dependent apoptotic response.",4,0
[ENTITY_A] has been shown to produce dose-related suppression of plasma [ENTITY_B] activity (PRA) and angiotensin II when administered intravenously.,1,0
"Second, C427A mutant human TOP2alpha, which exhibits reduced [ENTITY_A] activity, was shown to exhibit cross-resistance to all ATP-sensitive but not [ENTITY_B]-insensitive TOP2 poisons.",1,0
"Consistent with these results, the translocation of cPLA2 protein as well as the release of [ENTITY_A], a principal product of [ENTITY_B], was rapidly induced by the addition of C2-ceramide in a Rac-dependent manner.",4,0
Correlation between activation of [ENTITY_A] and resistin downregulation in a mouse adipocyte cell line by a series of [ENTITY_B].,0,0
"[ENTITY_A] decreased expression of pro-inflammatory [ENTITY_B], such as tumor necrosis factor (TNF)-α, interleukin (IL)-6, IL-1β, and IL-8.",1,0
Sodium-dependent [ENTITY_A]-induced currents in [ENTITY_B]-transfected HEK-293 cells blocked by cocaine and antidepressants.,0,0
Exogenous [ENTITY_A] activates [ENTITY_B] via Rac-dependent signalling pathway.,0,0
"Statins are inhibitors of the enzyme [ENTITY_A], the rate-limiting step in [ENTITY_B] biosynthesis.",4,0
"The expression of key genes important in [ENTITY_A] metabolism, such as [ENTITY_B], betaine-homocysteine methyltransferase and thioether S-methyltransferase, were suppressed.",4,0
"In muscle and liver, [ENTITY_A] (10 ng/kg/day) induced increases in methylation and decreases in mRNA expression of [ENTITY_B].",1,0
"Simvastatin and lovastatin metabolized through CYP3A have the highest potency for drug-drug interaction with potent [ENTITY_A] inhibitors such as ritonavir- or cobicistat-boosted HIV-PI or the hepatitis C virus (HCV) PI, telaprevir or [ENTITY_B], and therefore their coadministration is contraindicated.",1,0
"This report concerns the marked up-regulation in differentiated CaCo-2 colonic epithelial cells of two key inflammatory [ENTITY_A], IL-6 and IL-8, caused by a mixture of [ENTITY_B] representative of a high cholesterol diet.",0,0
"Considerable attention has focused on the investigation of theories to explain the better tolerability of [ENTITY_A] over other [ENTITY_B] antagonists, particularly those that act by a similar channel blocking mechanism such as dissociative anesthetic-like agents (phencyclidine, ketamine, MK-801).",3,0
The Bcl2/Bax ratio increased and [ENTITY_A] expression decreased in MIN6 cells after [ENTITY_B] stimulation.,1,0
"To extend structure-activity analyses of binding sites within [ENTITY_A] and to determine which stereoisomer displayed the best selectivity for PET imaging applications, we tested the [ENTITY_B] compounds for their abilities to inhibit [(3)H]neurotransmitter uptake into platelets, transfected cells, and chromaffin vesicles.",1,0
"Conversely, AMPK inhibitor [ENTITY_A] or GSK3β inhibitor SB216763 blocked the cleavages of PARP and [ENTITY_B] induced by ursolic acid in HepG2 cells.",1,0
"For the [ENTITY_A] antagonist [ENTITY_B], none of the receptor constructs were able to provide a binding with higher affinity than the starting vasopressin V2 receptor.",3,0
Reversible inhibition of [ENTITY_A] by [ENTITY_B].,1,0
"Similarly, pelargonidin induced the expression of CYP1A1 mRNA up to 5-fold in HepG2 and LS174T cells relative to the induction by 5 nM [ENTITY_A] (TCDD), the most potent activator of [ENTITY_B].",0,0
The discovery that [ENTITY_A] and AMPH activate the [ENTITY_B] motivated us to study the effect of these drugs on the mouse TAAR1 (mTAAR1) and a human-rat chimera (hrChTAAR1).,0,0
"A case of therapy-related acute myeloblastic leukemia with t(16;21)(q24;q22) after chemotherapy with [ENTITY_A] inhibitors, [ENTITY_B] and mitoxantrone, and the alkylating agent, cyclophosphamide.",1,0
"BDZs and other positive GABA(A)R modulators, including [ENTITY_A], ethanol, and neurosteroids, can also inhibit [ENTITY_B] (L-VGCCs), which could contribute to reduced neuronal excitability.",1,0
[ENTITY_A] (10 and 20 mg/kg) increased [ENTITY_B] activity and F(2)-isoprostane production (a biological marker of lipid peroxidation).,0,0
[ENTITY_A] was easier reactivated after [ENTITY_B] treatment.,0,0
"The effect was counteracted by the [ENTITY_A] antagonist [ENTITY_B], pertussis toxin, the inhibitor of intracellular Ca(2+) release TMB-8, incubation in Ca(2+)-free experimental medium, and PKC desensitization obtained by chronic pretreatment with the phorbol ester TPA.",3,0
In vitro accumulation studies conducted in Madin-Darby canine kidney II cells indicate that [ENTITY_A] is an avid substrate for both [ENTITY_B] and BCRP.,4,0
The glutamate-aspartate transporter [ENTITY_A] mediates [ENTITY_B] uptake at inner hair cell afferent synapses in the mammalian cochlea.,4,0
Cross-inhibition of [ENTITY_A]- and ABCA1-mediated [ENTITY_B] transport by the small molecules BLT-4 and glyburide.,4,0
The dextromethorphan analog [ENTITY_A] attenuates kainate-induced seizures via [ENTITY_B] activation: comparison with the effects of dextromethorphan.,0,0
[ENTITY_A] pulse frequency-dependent stimulation of FSHβ transcription is mediated via activation of PKA and [ENTITY_B].,0,0
"In contrast, aspirin-like nonselective NSAIDs such as sulindac and [ENTITY_A] inhibit not only the enzymatic action of the highly inducible, proinflammatory [ENTITY_B] but the constitutively expressed, cytoprotective COX-1 as well.",1,0
"The most potent compound 5 ([ENTITY_A]) has demonstrated to inhibit STAT3 promoter activity, downregulate phosphorylation of STAT3, increase the expression of cleaved [ENTITY_B], inhibit cell cycle progression and promote apoptosis in breast and pancreatic cancer cells with low micromolar to nanomolar IC50 values.",0,0
The [ENTITY_A]-induced elevated expression of [ENTITY_B] is coupled to enhanced iNKT cell activation.,0,0
Previously we have proposed that regulation of asymmetric [ENTITY_A] concentration by [ENTITY_B] may provide a novel mechanism for the regulation of NOS activity in vivo.,4,0
"Finally, [ENTITY_A] suppressed unilateral ureteral obstruction (UUO)-induced renal fibrosis and [ENTITY_B], fibronectin and type 1 collagen expression in the obstructed kidneys from UUO mice, along with increased and decreased expression of Nrf2 and phospho-Smad3, respectively.",1,0
"Our previous work, built on the early pioneering multikinase inhibitor [ENTITY_A], resulted in the only [ENTITY_B] vascular-targeted PI3K inhibitor prodrug, SF1126, which has now completed Phase I clinical trials.",1,0
"Nicotinic-receptor potentiator drugs, huprine X and [ENTITY_A], increase ACh release by blocking [ENTITY_B] activity but not acting on nicotinic receptors.",1,0
"Upon activation by [ENTITY_A], [ENTITY_B] CAR binds the 97-bp response element (-2441/-2345) within the Kcnk1 promoter.",0,0
"The results when considered with previous reports in the literature show that [ENTITY_A] is about 1000 times more potent and debrisoquine is about 20 times more potent for [ENTITY_B] inhibition in rat lungs than in tissue homogenates, and the reason for their high potencies in the intact lungs is transport and accumulation of the drugs in the pulmonary endothelial cells by uptake1.",1,0
[ENTITY_A] is responsible for pyruvate conversion to [ENTITY_B] through glycolysis.,4,0
"[ENTITY_A] (ODC) was expressed in Escherichia coli and the purified recombinant enzyme used for determination of the binding site for pyridoxal 5'-phosphate and of the residues modified in the inactivation of the enzyme by the enzyme-activated irreversible inhibitor, [ENTITY_B] (DFMO).",1,0
"Notably, the antioxidant [ENTITY_A]™ reversed the Mn (20 mg/kg)-dependent augmentation in [ENTITY_B](MAPK) phosphorylation and reduced the Mn (20 mg/kg)-induced caspase activity and F(2)-isoprostane production.",1,0
"BACKGROUND: This study examines the effects of [ENTITY_A], a [ENTITY_B] opener, on transmural dispersion of repolarization (TDR) and induction of torsade de pointes (TdP) under conditions mimicking the LQT1, LQT2, and LQT3 forms of the congenital long-QT syndrome (LQTS).",0,0
"Activity of [ENTITY_A] (Cabozantinib), an oral [ENTITY_B] inhibitor, in patients with medullary thyroid cancer.",1,0
Improper function of these proteins can be induced by selective disruption of their complexes with [ENTITY_A] using the [ENTITY_B] geldanamycin.,1,0
"These results demonstrated for the first time that [ENTITY_A] induces apoptosis in HepG2 cells through inactivating ERK1/2 kinase and activating [ENTITY_B] and p38 kinases, and ROS stimulated by ISO is able to activate the MAPK singaling pathway as the upstream signaling molecules.",0,0
"Second, [ENTITY_A], a [ENTITY_B] catalytic inhibitor known to deplete Top2β, specifically sensitized MEFs to CPT.",1,0
"The [ENTITY_A] group showed significant retardation in gastric emptying of solids (P = .03), reduced maximum tolerated volume (P = .03), and increased postprandial [ENTITY_B] compared with the placebo group.",0,0
"Our results imply that [ENTITY_A] has the potential to be inhibited by [ENTITY_B]/ATP analogs, and it suggests that P2Y12 acts as a target of new drugs that inhibit platelet aggregation.",1,0
"RATIONALE: [ENTITY_A] antagonists, such as [ENTITY_B], have been shown to possess cognitive-enhancing and wakefulness-promoting effects.",3,0
[ENTITY_A] reduced fasting plasma glucose and [ENTITY_B] levels after 4 weeks and Hb(A1c) levels after 8 weeks.,1,0
"These findings, derived from a variety of analytical and functional approaches, provide evidence for a novel nongenomic signaling mechanism for androgen action in the microvasculature: TES-stimulated vasodilation mediated primarily by [ENTITY_A] formed from [ENTITY_B]-generated superoxide and NO.",4,0
[ENTITY_A] only diminished [ENTITY_B] protein expression and MCP-1 gene expression in vascular atheroma.,1,0
"Reduced synthesis of [ENTITY_A] (NO) contributes to the endothelial dysfunction and may be related to limited availability of L-arginine, the common substrate of [ENTITY_B] (NOS) and cytosolic arginase I and mitochondrial arginase II.",4,0
Both types of granules contain [ENTITY_A] that catalyzes oxidative cross-linking of [ENTITY_B].,4,0
[ENTITY_A] 11 (TASP0382088) was synthesized and evaluated as transforming growth factor-β (TGF-β) type I receptor (also known as [ENTITY_B] or ALK5) inhibitor.,1,0
"Moreover, [ENTITY_A] resulted in activation of astrocytes, up-regulation of [ENTITY_B] in cortex and down-regulation of ADAM-10 in hippocampus and cortex.",0,0
Both [ENTITY_A] and captopril also prevented substrate degradation by [ENTITY_B] released in conditioned medium by cultured cells.,1,0
"Therefore, the objective of the present study was to investigate the effects of [ENTITY_A] inhibitors [ENTITY_B] (BPB) and arachidonyl trifluoromethyl ketone (AACOCF3) on interleukin-2 (IL-2) expression in murine primary splenocytes.",1,0
The results also show that the binding modes of representative [ENTITY_A] are reversible and competitive at both [ENTITY_B] isoforms.,1,0
"METHODS AND RESULTS: In 8 Langendorff-perfused rabbit hearts, [ENTITY_A] (0.1 microM), an inhibitor of [ENTITY_B] inactivation, led to a marked increase in QT-interval and simultaneously recorded monophasic ventricular action potentials (MAPs) (p < 0.05) thereby mimicking LQT3.",1,0
"Moreover, kinetic analysis revealed that inhibition by reserpine, a typical [ENTITY_A] inhibitor, was uncompetitive, decreasing maximum velocity and affinity for [ENTITY_B].",4,0
"Ceftazidime-avibactam appears to be well tolerated in healthy subjects and hospitalized patients, with few serious drug-related treatment-emergent adverse events reported to date.In conclusion, [ENTITY_A] serves to broaden the spectrum of ceftazidime versus [ENTITY_B]-producing Gram-negative bacilli.",1,0
Synthesis and Structure-Activity Relationship Studies of Derivatives of the Dual [ENTITY_A]-Sulfatase Inhibitor [ENTITY_B].,1,0
"In addition, both drugs significantly reduced PGE2 levels (P<0.05) 6-h following LPS injection, whereas the probable [ENTITY_A] prostanoid TXB2 was significantly reduced by [ENTITY_B] (P<0.05), but not etodolac.",1,0
"Whole-cell voltage-clamp of [ENTITY_A]-293 cells reveals [ENTITY_B]-induced, Na(+)-dependent currents blocked by antidepressants and cocaine that are absent in parental cells.",0,0
[ENTITY_A]-dependent reporter gene expression in transfected HepG2 cells was increased by [ENTITY_B] in a concentration-dependent manner at 24h.,0,0
[ENTITY_A] suppressed [ENTITY_B]-dependent ethanol hepatotoxicity via depleting heme pool and releasing CO.,1,0
"Furthermore, h[[ENTITY_A]]-GLP-2 reduced chemotherapy-induced apoptosis, decreased activation of caspase-8 and -3, and inhibited [ENTITY_B] cleavage in heterologous cells transfected with the GLP-2 receptor.",1,0
"Incubation with [ENTITY_A] (0.2-1 mM) activated AMPK in both human islets and MIN6 beta-cells in parallel with an inhibition of [ENTITY_B] secretion, whereas leptin (10-100 nM) was without effect in MIN6 cells.",1,0
"Quantitative real-time PCR analysis revealed significant increases in the mRNA levels of 2 [ENTITY_A] subtypes, AT1AR and AT1BR following [ENTITY_B] (SA) treatment.",0,0
"One of the [ENTITY_A] agonists, [ENTITY_B] (19, -logEC(50)=7.5, E(max)=255%) was selected for further development.",2,0
[ENTITY_A] and astemizole are chemically unrelated to [ENTITY_B] antagonists such as diphenhydramine and chlorpheniramine.,3,0
"However, DeltahPPAR-alpha was unable to abrogate [ENTITY_A]-mediated inhibition of [ENTITY_B] suggesting that gemfibrozil inhibits iNOS independent of PPAR-alpha.",1,0
"Of note, we demonstrated for the first time that telmisartan augmented [ENTITY_A] protein expression and [ENTITY_B] uptake both in basal and insulin-stimulated state of adipocytes, which may contribute, at least partly, to its insulin-sensitizing ability.",4,0
[ENTITY_A] inhibits epidermal growth factor-induced phosphorylation of extracellular-regulated kinase 1/2 and [ENTITY_B] in human colon cancer cells.,1,0
[ENTITY_A] and GW2331 induced expression of [ENTITY_B] and enoyl-CoA hydratase and reduced apolipoprotein C-III and phosphoenolpyruvate carboxykinase mRNAs.,0,0
Stimulated [ENTITY_A] and integrin alpha(IIb)beta(3) expression were also higher in the upper tertile both before and after [ENTITY_B].,0,0
"Herein, we evaluate the interaction of the [ENTITY_A], [ENTITY_B], as compared to fluparoxan, at multiple monoaminergic receptors and examine their roles in the modulation of adrenergic, dopaminergic and serotonergic transmission in freely-moving rats.",3,0
"Compared with normal control group, [ENTITY_A]-kindled mice had significantly higher levels of malondialdehyde, nitrite, [ENTITY_B] but had lower levels of reduced glutathione in the whole brain homogenate.",0,0
"Potency switch between CHK1 and [ENTITY_A]: Discovery of [ENTITY_B]- and imidazo[1,2-c]pyrimidine-based kinase inhibitors.",1,0
Involvement of [ENTITY_A] and up-regulated prostaglandin E synthases in phosphatidylserine liposome-induced [ENTITY_B] production by microglia.,4,0
Homocysteine release increased during 3T3-L1 differentiation and was reduced when adipose tissue was treated with the [ENTITY_A] inhibitor [ENTITY_B].,1,0
"In addition, [ENTITY_A] blocked LPS-induced phosphorylation of IκB, resulting in suppression of the nuclear translocation of [ENTITY_B] (NF-κB) subunits, namely p65 and p50, which are important molecules involved in the regulation of iNOS expression.",1,0
"In addition, LPS-induced nuclear factor [ENTITY_A] activation was diminished in RAW264.7 macrophages preincubated with [ENTITY_B].",1,0
[ENTITY_A] treatment also decreased [ENTITY_B] p65 nuclear translocation and inhibited the phosphorylation of p38 mitogen-activated protein kinase (p38 MAPK).,1,0
[ENTITY_A] protects against menadione-induced hepatotoxicity by enhancing [ENTITY_B] activity.,0,0
An alternative THF-dependent pathway involves the [ENTITY_A]/SHMT activities with [ENTITY_B] as 1-C source.,4,0
"When [ENTITY_A] was dropped on the eye surface on the first day of irradiation and subsequently daily until the end of the experiment, [ENTITY_B] activity in both cornea and tear fluid was strongly inhibited.",1,0
The decrease and recovery of [ENTITY_A] uptake correlated highly (r = 0.93) with the recovery of [ENTITY_B] binding.,4,0
"The upregulation of calpain, tBid and [ENTITY_A] activity were further inhibited by treatment with EGTA in the presence of [ENTITY_B].",0,0
"Take together, our results demonstrated that [ENTITY_A] might induce the apoptosis in LNCaP cell via down-regulation of [ENTITY_B] expression.",1,0
The physiological role of [ENTITY_A]-mediated [ENTITY_B] uptake remains to be determined.,4,0
"Although [ENTITY_A] (GSTO1) and arsenic methyltransferase have been shown or thought to catalyze [ENTITY_B] reduction, their role in DMAs(V) reduction in vivo, or in cell extracts is uncertain.",4,0
[ENTITY_A] (GDH) is a homohexameric enzyme that catalyzes the reversible oxidative deamination of l-glutamate to [ENTITY_B] using NAD(P)(+) as coenzyme.,4,0
"Thus, [ENTITY_A] activates the HIF pathway through inhibition of [ENTITY_B] activity and initiates a pro-angiogenic phenotype.",1,0
"Absorption and secretion of [ENTITY_A] increase at acid pH levels, possibly because of its non-ionized state at these pHs and/or because of participation of a F(-)/H(+) cotransporter or a [ENTITY_B].",4,0
"The mode of (functional) [ENTITY_A] receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, [ENTITY_B], zolasartan, irbesartan, valsartan, telmisartan, E3174).",3,0
"[ENTITY_A] (AdSS) catalyzes the Mg2+ dependent condensation of a molecule of IMP with aspartate to form [ENTITY_B], in a reaction driven by the hydrolysis of GTP to GDP.",4,0
"The inhibition of [ENTITY_A], moreover, did not cause attenuation in mucin secretion in response to [ENTITY_B] and forskolin.",1,0
"It is caused by a deficiency of [ENTITY_A] (PCC, EC 6.4.1.3), a biotin-dependent enzyme that catalyzes the carboxylation of [ENTITY_B] to D-methylmalonyl-CoA.",4,0
The ROS scavenger [ENTITY_A] and the mitochondrial antioxidant Mito-TEMPO rescued the inhibitory effect of cucurbitacin I on [ENTITY_B] activation.,0,0
RESULTS: Rolipram unmasked the inhibitory effect of [ENTITY_A] stimulation with [ENTITY_B] and significantly attenuated the stimulated release of AA and subsequent LTC(4).,0,0
"[ENTITY_A] and LXR β are nuclear receptors activated by [ENTITY_B], oxidized derivatives of cholesterol.",0,0
"Taken together, our results indicate that [ENTITY_A] indeed upregulates the [ENTITY_B] expression, thus highlighting a role of arsenic-induced aberrant AT1R signaling in the pathogenesis of hypertension.",0,0
The concentration of [ENTITY_A] required to inhibit the assembly or to induce the disassembly of [ENTITY_B]:tubulin microtubules is markedly dependent upon the microtubule protein concentration.,1,0
"[ENTITY_A] (AMPK) activity increases in response to depletion of cellular energy stores, and this enzyme has been implicated in the stimulation of [ENTITY_B] uptake into skeletal muscle and the inhibition of liver gluconeogenesis.",4,0
"Thus, [ENTITY_A] contributes to the instability of atherosclerotic plaque in apoE(-/-) mice through activating [ENTITY_B] and IL-8 and cell apoptosis in plaque.",0,0
The present study examined the differential [ENTITY_A]-induced activation of the cyclic adenosine monophosphate (cAMP) response element binding protein ([ENTITY_B]) throughout discrete zones of analysis of the nucleus accumbens (NAc) in rats.,0,0
"Positive staining of mitochondria was achieved in the presence of the [ENTITY_A] substrate, [ENTITY_B].",4,0
Neither ryanodine nor [ENTITY_A] inhibited down-regulation of [ENTITY_B] mRNA by NE.,0,0
"Anti-diabetic Activity of Swertiamarin is due to an Active Metabolite, [ENTITY_A], that Upregulates [ENTITY_B] Gene Expression in 3T3-L1 cells.",0,0
"With the use of [ENTITY_A], it has been clearly, clinically demonstrated that the selective inhibition of [ENTITY_B] is an appropriate, effective, safe method for the treatment of ED of all aetiologies and severities.",1,0
"The [ENTITY_A] mutated CrAT showed higher activity toward longer chain acyl-CoAs: activity toward myristoyl-CoA was 1250-fold higher than that of the wild-type CrAT, and lower activity toward its natural substrate, [ENTITY_B].",4,0
Moreover stimulation of [ENTITY_A] activity was increased by those [ENTITY_B] or rosiglitazone.,0,0
"RESULTS: [ENTITY_A] inhibited constitutive and/or ligand-induced [ENTITY_B] or HER2 tyrosine phosphorylation of all five cell lines, which correlated with the antiproliferative response in all but one cell line.",1,0
"OBJECTIVES: The alkaloid [ENTITY_A] (GAL), which exhibits a combined [ENTITY_B] and direct parasympathomimetic mechanism of action, is employed in conjunction with therapeutic interventions in the stimulation of central cholinergic transfer in cognitive diseases.",1,0
Reactivation potentials of [ENTITY_A] (the difference between oxime-reactivated and -unreactivated enzyme activity) declined significantly with time after [ENTITY_B] ingestion.,1,0
"Nevertheless, coperfusion with 0.1 and 0.3 mM [ENTITY_A], which inhibits the [ENTITY_B] (CFTR), dose dependently inhibited S3226-induced DBS.",1,0
"Regulation of multiple [ENTITY_A] (AC) provides unique inputs to mediate the synthesis of [ENTITY_B], a ubiquitous second messenger that controls many aspects of cellular function.",4,0
"Various genes controlled by [ENTITY_A], including [ENTITY_B], anterior gradient-2, trefoil factor-1, CRP-ductin, ghrelin, and small proline-rich protein-2A, were dramatically over-expressed.",0,0
"[ENTITY_A] triggered strong induction of [ENTITY_B], which was prevented by 1 micro g/mL cycloheximide (CXH).",0,0
"The suppressive effect of [ENTITY_A] on barrel rotation could be partially countered by MK-329, a selective peripheral [ENTITY_B] (CCK-A) receptor antagonist.",1,0
"[ENTITY_A] has, comparably to B[a]P, a potential to repress expression of [ENTITY_B], in the head kidney of rainbow trout.",1,0
"Gemfibrozil, a lipid-lowering drug, inhibited cytokine-induced production of NO and the expression of [ENTITY_A][ENTITY_B] synthase (iNOS) in human U373MG astroglial cells and primary astrocytes.",4,0
Activation of [ENTITY_A] mediates the cardiovascular effects of [ENTITY_B].,0,0
Brain but not spinal [ENTITY_A] receptor is responsible for the anti-allodynic effect of an NR2B subunit-selective antagonist [ENTITY_B] in a rat chronic constriction injury model.,3,0
"Multiple exposure to [ENTITY_A], a phosphodiesterase ([ENTITY_B]) inhibitor, induces acinar hypertrophy in the salivary gland.",1,0
"Ribonucleotide reductase ([ENTITY_A]) is responsible for the de novo conversion of the ribonucleoside diphosphates to [ENTITY_B], which are essential for DNA synthesis and repair.",4,0
[ENTITY_A] downregulates [ENTITY_B] through activation of peroxisome proliferator-activated receptor gamma.,1,0
"Exposure to [ENTITY_A], their metabolites, and ROS further increase [ENTITY_B] isoform expression that may amplify oxidative damage.",0,0
"[ENTITY_A] was the first [ENTITY_B] antagonist to be developed and was approved by the USA Food and Drug Administration in 2004 for the initiation of hormonal castration in advanced or metastasizing hormone-dependent prostate carcinoma, when rapid androgen suppression is necessary.",3,0
"Acute and chronic [ENTITY_A] administration increase brain GABA levels, an effect due, at least in part, to an inhibition of the activity of the GABA metabolizing enzyme, [ENTITY_B] (GABA-T).",1,0
"Humans with [ENTITY_A] gene mutations tend to have a more severe phenotype than those with FSHR gene mutations, although infertility and varying degrees of impaired sex [ENTITY_B] production occur in both types of mutations.",4,0
[ENTITY_A]-based inhibitors of [ENTITY_B].,1,0
"Altogether, our findings support a model in which Top2β deficiency promotes [ENTITY_A]-induced apoptosis in quiescent non-S-phase cells, possibly due to RNAP LS depletion and [ENTITY_B] accumulation.",0,0
"To confirm the role of each transporter, we analyzed HEK293 cells stably expressing [ENTITY_A] or ABCG1; we clearly observed [ENTITY_B] efflux in the presence of HDL, whereas efflux in the presence of apolipoprotein A-I was marginal.",4,0
Inhibition of Th1/Th17 responses via suppression of [ENTITY_A] and STAT3 activation contributes to the amelioration of murine experimental colitis by a natural flavonoid glucoside [ENTITY_B].,1,0
Sixteen of 34 CGPs inhibited [ENTITY_A]-mediated [ENTITY_B] uptake by >50% (IC50's 0.7-7.6 μM).,4,0
The discovery of an inducible [ENTITY_A] whose apparent substrate preference is [ENTITY_B] indicates that polyamine catabolism is more complex than that originally proposed.,4,0
"Based on recent reports that the small molecules, [ENTITY_A] and phthalimide, are suitable scaffolds for the design of high potency [ENTITY_B] (MAO) inhibitors, the present study examines the MAO inhibitory properties of a series of phthalide [2-benzofuran-1(3H)-one] analogues.",1,0
The results suggest that the 63-kDa ([ENTITY_A]) and 60-kDa (PDE 1A2) CaMPDE isozymes are inhibited by [ENTITY_B] and nicardipine by partial competitive inhibition and that these two Ca2+ antagonists appear to counteract each other.,1,0
"In addition, [ENTITY_A] caused an increase in [ENTITY_B] and p21 protein level as well as mRNA levels.",0,0
We also assessed the potential relevant signaling pathway in vitro to elucidate the mechanisms underlying the [ENTITY_A] inhibition by [ENTITY_B].,1,0
Hydrogen sulphide ([ENTITY_A]) is synthesized from L-cysteine via the action of cystathionine-gamma-lyase ([ENTITY_B]) and cystathionine-beta-synthase (CBS).,4,0
"The selective [ENTITY_A] antagonists atenolol and metoprolol blocked [ENTITY_B]-induced enhancement, with apparent K(b) values of 85 +/- 36 and 3.9 +/- 1.7 nM, respectively.",2,0
[ENTITY_A] and BaP treatments significantly increased active [ENTITY_B] levels in a time-dependent manner.,0,0
"In addition, we also showed that the elevation in [ENTITY_A] levels and the inhibition of [ENTITY_B] in the brain are retained after 14 days of PLZ treatment, and that PLZ produces a marked increase in extracellular levels of alanine.",4,0
Activation of cytoprotective [ENTITY_A] by [ENTITY_B] as a possible explanation for its hair growth-stimulating effect.,0,0
"It is not yet clear whether [ENTITY_A] can reduce breast cancer incidence in women with BRCA1 and [ENTITY_B] mutations, although preliminary evidence favors benefit for at least those with a BRCA2 mutation.",1,0
"We posed the following questions: (1) Do cholangiocytes express H3R? (2) Does in vivo administration of (R)-(alpha)-(-)-methylhistamine dihydrobromide (RAMH) (H3R agonist), [ENTITY_A] ([ENTITY_B] antagonist) or histamine, in the absence/presence of thioperamide maleate, to bile duct ligated (BDL) rats regulate cholangiocyte proliferation? and (3) Does RAMH inhibit cholangiocyte proliferation by downregulation of cAMP-dependent phosphorylation of protein kinase A (PKA)/extracellular signal-regulated kinase 1/2 (ERK1/2)/ets-like gene-1 (Elk-1)? The expression of H3R was evaluated in liver sections by immunohistochemistry and immunofluorescence, and by real-time PCR in cholangiocyte RNA from normal and BDL rats.",3,0
"The results showed that administration of [ENTITY_A] resulted in a significant elevation in the levels of AchE activity, [ENTITY_B], NF-κB, and MCP-1 accompanied with a significant depletion in the Ach level.",0,0
"Thus, isoflavone supplementation did not affect [ENTITY_A]-dependent [ENTITY_B] efflux to serum.",4,0
"[ENTITY_A] was fortuitously found to be a novel, potent inhibitor of the [ENTITY_B].",1,0
"Notably, [ENTITY_A] treatment reduced adipose tissue expression of inflammatory [ENTITY_B], increased adiponectin expression and improved glucose tolerance parallel to insulin sensitivity in obese mice.",1,0
"Further, [ENTITY_A] increased specific DNA-binding activity of [ENTITY_B], and transient knockdown with Nrf2 siRNA subsequently reversed 5HHMF-induced NO inhibition, which was followed by suppression of HO-1 activity.",0,0
